Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 24512 rows, 15551 columns and 49633 nonzeros
Model fingerprint: 0xbf6bcc7d
Variable types: 15030 continuous, 521 integer (521 binary)
Coefficient statistics:
  Matrix range     [1e-03, 1e+03]
  Objective range  [4e-05, 1e+03]
  Bounds range     [8e+01, 8e+02]
  RHS range        [2e-01, 1e+03]
Found heuristic solution: objective 22154.847855
Presolve removed 12126 rows and 12037 columns
Presolve time: 0.23s
Presolved: 12386 rows, 3514 columns, 28361 nonzeros
Variable types: 2996 continuous, 518 integer (518 binary)

Root relaxation: objective 8.921210e+03, 3464 iterations, 0.35 seconds (0.29 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 9982.30316    0  230 15810.2992 9982.30316  36.9%     -   14s
     0     0 9982.70535    0  224 15810.2992 9982.70535  36.9%     -   14s
     0     0 9983.22874    0  221 15810.2992 9983.22874  36.9%     -   14s
     0     0 9983.51276    0  243 15810.2992 9983.51276  36.9%     -   14s
     0     0 9983.92667    0  229 15810.2992 9983.92667  36.9%     -   14s
     0     0 9984.22195    0  225 15810.2992 9984.22195  36.8%     -   14s
     0     0 9984.39593    0  225 15810.2992 9984.39593  36.8%     -   14s
     0     0 9984.47045    0  225 15810.2992 9984.47045  36.8%     -   15s
     0     0 9999.50726    0  260 15810.2992 9999.50726  36.8%     -   15s
     0     0 10001.2184    0  261 15810.2992 10001.2184  36.7%     -   16s
     0     0 10001.8528    0  266 15810.2992 10001.8528  36.7%     -   16s
     0     0 10002.2147    0  257 15810.2992 10002.2147  36.7%     -   16s
     0     0 10340.8234    0  288 15810.2992 10340.8234  34.6%     -   18s
     0     0 10356.7697    0  263 15810.2992 10356.7697  34.5%     -   19s
     0     0 10366.8294    0  296 15810.2992 10366.8294  34.4%     -   19s
     0     0 10371.7435    0  265 15810.2992 10371.7435  34.4%     -   19s
     0     0 10374.8893    0  249 15810.2992 10374.8893  34.4%     -   19s
     0     0 10377.7864    0  282 15810.2992 10377.7864  34.4%     -   19s
     0     0 10380.1414    0  263 15810.2992 10380.1414  34.3%     -   19s
     0     0 10382.1169    0  257 15810.2992 10382.1169  34.3%     -   20s
     0     0 10383.2036    0  280 15810.2992 10383.2036  34.3%     -   20s
     0     0 10385.5030    0  244 15810.2992 10385.5030  34.3%     -   20s
     0     0 10386.2353    0  286 15810.2992 10386.2353  34.3%     -   20s
     0     0 10387.1762    0  267 15810.2992 10387.1762  34.3%     -   20s
     0     0 10387.9711    0  260 15810.2992 10387.9711  34.3%     -   20s
     0     0 10388.8349    0  257 15810.2992 10388.8349  34.3%     -   21s
     0     0 10390.1231    0  282 15810.2992 10390.1231  34.3%     -   21s
     0     0 10391.3214    0  268 15810.2992 10391.3214  34.3%     -   21s
     0     0 10391.9991    0  243 15810.2992 10391.9991  34.3%     -   21s
     0     0 10392.5318    0  232 15810.2992 10392.5318  34.3%     -   21s
     0     0 10393.0303    0  247 15810.2992 10393.0303  34.3%     -   22s
     0     0 10393.4859    0  283 15810.2992 10393.4859  34.3%     -   22s
     0     0 10507.2132    0  266 15810.2992 10507.2132  33.5%     -   24s
H    0     0                    15694.587530 10507.2437  33.1%     -   24s
     0     0 10523.7666    0  279 15694.5875 10523.7666  32.9%     -   25s
     0     0 10530.6139    0  301 15694.5875 10530.6139  32.9%     -   25s
     0     0 10533.0654    0  277 15694.5875 10533.0654  32.9%     -   25s
     0     0 10536.1927    0  288 15694.5875 10536.1927  32.9%     -   26s
     0     0 10539.2039    0  277 15694.5875 10539.2039  32.8%     -   26s
     0     0 10541.4172    0  281 15694.5875 10541.4172  32.8%     -   27s
     0     0 10544.7265    0  270 15694.5875 10544.7265  32.8%     -   27s
     0     0 10546.4863    0  262 15694.5875 10546.4863  32.8%     -   27s
     0     0 10576.0375    0  277 15694.5875 10576.0375  32.6%     -   28s
