Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 40209 rows, 30733 columns and 81209 nonzeros
Model fingerprint: 0x46ccd54a
Variable types: 30030 continuous, 703 integer (703 binary)
Coefficient statistics:
  Matrix range     [5e-04, 1e+03]
  Objective range  [1e-04, 1e+03]
  Bounds range     [9e+01, 9e+02]
  RHS range        [1e-01, 1e+03]
Found heuristic solution: objective 22210.615470
Presolve removed 27062 rows and 27063 columns
Presolve time: 0.31s
Presolved: 13147 rows, 3670 columns, 30098 nonzeros
Variable types: 2969 continuous, 701 integer (701 binary)

Root relaxation: objective 1.059922e+04, 3748 iterations, 0.36 seconds (0.30 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 12229.6103    0  318 13569.5926 12229.6103  9.87%     -   31s
     0     0 12230.6960    0  316 13569.5926 12230.6960  9.87%     -   31s
     0     0 12231.3361    0  323 13569.5926 12231.3361  9.86%     -   32s
     0     0 12232.0381    0  322 13569.5926 12232.0381  9.86%     -   32s
     0     0 12232.5297    0  354 13569.5926 12232.5297  9.85%     -   32s
     0     0 12241.1597    0  353 13569.5926 12241.1597  9.79%     -   33s
     0     0 12243.3631    0  347 13569.5926 12243.3631  9.77%     -   33s
     0     0 12244.8003    0  347 13569.5926 12244.8003  9.76%     -   33s
     0     0 12245.9015    0  323 13569.5926 12245.9015  9.75%     -   33s
     0     0 12246.6255    0  347 13569.5926 12246.6255  9.75%     -   34s
     0     0 12247.3896    0  348 13569.5926 12247.3896  9.74%     -   34s
     0     0 12248.1048    0  324 13569.5926 12248.1048  9.74%     -   34s
     0     0 12248.8068    0  326 13569.5926 12248.8068  9.73%     -   34s
     0     0 12249.3225    0  306 13569.5926 12249.3225  9.73%     -   34s
     0     0 12256.1011    0  339 13569.5926 12256.1011  9.68%     -   35s
     0     0 12258.0490    0  332 13569.5926 12258.0490  9.67%     -   35s
     0     0 12258.9397    0  312 13569.5926 12258.9397  9.66%     -   36s
     0     0 12259.3805    0  360 13569.5926 12259.3805  9.66%     -   36s
     0     0 12263.1698    0  349 13569.5926 12263.1698  9.63%     -   36s
     0     0 12264.0287    0  360 13569.5926 12264.0287  9.62%     -   37s
     0     0 12264.6232    0  356 13569.5926 12264.6232  9.62%     -   37s
     0     0 12265.1616    0  341 13569.5926 12265.1616  9.61%     -   37s
     0     0 12266.0685    0  324 13569.5926 12266.0685  9.61%     -   38s
     0     0 12266.7302    0  328 13569.5926 12266.7302  9.60%     -   38s
     0     0 12267.1995    0  307 13569.5926 12267.1995  9.60%     -   38s
     0     0 12268.2031    0  316 13569.5926 12268.2031  9.59%     -   39s
     0     0 12268.7735    0  342 13569.5926 12268.7735  9.59%     -   40s
     0     2 12269.1483    0  338 13569.5926 12269.1483  9.58%     -   41s
     4     6 12661.2432    3  269 13569.5926 12319.4531  9.21%  1869   45s
H   27    25                    13399.282016 12319.4531  8.06%   696   49s
    42    42 12926.3919   24  161 13399.2820 12319.4531  8.06%   478   50s
H   54    52                    13398.176603 12319.4531  8.05%   419   50s
H   81    78                    13290.557614 12319.4531  7.31%   312   51s
   154   136 12838.2647    6  265 13290.5576 12481.2549  6.09%   229   55s
   266   237 13148.4880    8  250 13290.5576 12502.3385  5.93%   191   60s
H  434   332                    13189.396363 12502.6344  5.21%   154   64s
*  441   297              72    13129.903571 12502.6344  4.78%   152   64s
   443   297 12796.4673    2  286 13129.9036 12661.2996  3.57%   154   65s
   530   376 13052.3635    7  237 13129.9036 12661.5195  3.57%   155   70s
   560   383 13018.3569   52  342 13129.9036 12770.5850  2.74%   163   82s
   563   385 13093.0996   17  291 13129.9036 12770.5850  2.74%   162   87s
   567   388 12847.6368   12  330 13129.9036 12770.5850  2.74%   161   90s
   572   391 12931.8679   31  312 13129.9036 12770.5850  2.74%   159   96s
   576   394 13093.0996   17  304 13129.9036 12770.5850  2.74%   158  100s
   581   397 13040.9267    6  326 13129.9036 12770.5850  2.74%   157  105s
   584   401 12770.5850   16  288 13129.9036 12770.5850  2.74%   205  110s
   591   406 12788.4005   19  305 13129.9036 12770.5850  2.74%   220  115s
   605   413 12817.9885   26  170 13129.9036 12770.5850  2.74%   226  120s
   633   428 12902.8369   41   76 13129.9036 12770.5850  2.74%   227  125s
   686   458 13063.1360   67   20 13129.9036 12770.5850  2.74%   218  130s
H  691   435                    13083.971977 12770.5850  2.40%   217  130s
*  699   415              74    13077.076535 12770.5850  2.34%   215  130s
   711   412 12882.9799   19  253 13077.0765 12770.5850  2.34%   222  135s
   739   409 12896.8062   21  227 13077.0765 12788.4254  2.21%   225  140s
   753   410 12879.0924   22  198 13077.0765 12789.0300  2.20%   229  145s
   773   418 12945.0458   32  100 13077.0765 12789.0300  2.20%   230  150s
H  788   395                    13062.285155 12789.0300  2.09%   229  152s
H  818   361                    13009.693941 12789.0300  1.70%   226  152s
   851   351 12971.4688   28  176 13009.6939 12807.9846  1.55%   221  155s
   899   367 12982.5500   28  179 13009.6939 12818.0927  1.47%   217  160s
  1002   401 12994.1021   52   53 13009.6939 12839.6192  1.31%   207  165s
  1190   417 12892.2193   27  147 13009.6939 12858.2159  1.16%   192  170s
H 1349   415                    13007.956471 12880.4209  0.98%   182  174s
  1364   419 12938.9524   30  141 13007.9565 12881.8600  0.97%   181  175s
H 1375   379                    12999.870325 12881.8600  0.91%   180  175s
H 1430   366                    12998.276792 12883.8041  0.88%   179  180s
  1529   415 12914.0585   25  160 12998.2768 12889.1119  0.84%   176  185s
  1632   465     cutoff   41      12998.2768 12890.3859  0.83%   173  190s
  1669   485 12973.3920   44   89 12998.2768 12890.6777  0.83%   173  195s
  1827   512 12920.8818   24  184 12998.2768 12899.5931  0.76%   172  200s
  1986   571 12980.1330   24  212 12998.2768 12909.7477  0.68%   168  205s
  2125   617 12960.6306   40   95 12998.2768 12912.6327  0.66%   166  210s
  2191   639 12963.3800   36  108 12998.2768 12914.5908  0.64%   166  215s
  2342   694 12990.0384   43   82 12998.2768 12916.5929  0.63%   163  220s
  2501   761 12987.5912   46   66 12998.2768 12919.5373  0.61%   160  225s
  2614   779 12934.1213   30  138 12998.2768 12922.9150  0.58%   160  230s
H 2728   803                    12993.308978 12923.8532  0.53%   157  233s
  2755   821 12978.2874   40   91 12993.3090 12924.2002  0.53%   157  235s
  2840   834 12985.6542   36  147 12993.3090 12926.8978  0.51%   157  240s
  2955   855     cutoff   22      12993.3090 12929.6495  0.49%   156  245s
  3056   887 12976.7342   42   74 12993.3090 12931.8658  0.47%   155  250s
  3150   908     cutoff   43      12993.3090 12932.3881  0.47%   154  255s
  3201   908 12955.9654   32  133 12993.3090 12933.4382  0.46%   154  260s
  3300   935 12990.3035   37  121 12993.3090 12934.9487  0.45%   154  265s
  3427   960 12991.4634   44   83 12993.3090 12937.3888  0.43%   153  270s
  3608  1001 12966.5067   38   96 12993.3090 12939.0186  0.42%   153  275s
  3730  1029 12946.5949   28  179 12993.3090 12940.2886  0.41%   152  280s
  3900  1072 12986.1387   33  115 12993.3090 12943.1582  0.39%   151  285s
  4047  1108 12957.2241   34  103 12993.3090 12943.9977  0.38%   151  290s
  4156  1115 12955.4913   37   94 12993.3090 12945.2637  0.37%   151  295s
  4314  1145 12986.8651   29  176 12993.3090 12947.8060  0.35%   150  300s
  4327  1149 12976.7561   45   63 12993.3090 12947.8923  0.35%   151  306s
  4472  1158 12982.2809   31  154 12993.3090 12949.4601  0.34%   150  310s
  4672  1194 12982.5413   22  227 12993.3090 12950.7055  0.33%   149  315s
  4840  1220 12987.1416   32  169 12993.3090 12952.2062  0.32%   148  320s
  5012  1262 12991.4566   43   39 12993.3090 12953.3182  0.31%   148  325s
  5101  1280     cutoff   45      12993.3090 12954.0114  0.30%   148  330s
  5285  1332 12980.2674   34  117 12993.3090 12954.7163  0.30%   147  335s
