Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 4081 rows, 2100 columns and 10421 nonzeros
Model fingerprint: 0x847cb0a7
Variable types: 100 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 5e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [1e-01, 7e+02]
Found heuristic solution: objective 282831.06700
Presolve removed 92 rows and 276 columns
Presolve time: 0.02s
Presolved: 3989 rows, 1824 columns, 10056 nonzeros
Variable types: 74 continuous, 1750 integer (1750 binary)

Root relaxation: objective 1.927707e+05, 3040 iterations, 0.16 seconds (0.22 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 195370.787    0  746 196940.831 195370.787  0.80%     -   10s
     0     0 195372.042    0  741 196940.831 195372.042  0.80%     -   10s
     0     0 195373.836    0  735 196940.831 195373.836  0.80%     -   10s
     0     0 195374.821    0  735 196940.831 195374.821  0.80%     -   10s
     0     0 195377.377    0  734 196940.831 195377.377  0.79%     -   10s
     0     0 195380.094    0  742 196940.831 195380.094  0.79%     -   10s
     0     0 195381.482    0  738 196940.831 195381.482  0.79%     -   10s
     0     0 195383.642    0  742 196940.831 195383.642  0.79%     -   10s
     0     0 195385.608    0  740 196940.831 195385.608  0.79%     -   10s
     0     0 195386.462    0  736 196940.831 195386.462  0.79%     -   10s
     0     0 195389.320    0  735 196940.831 195389.320  0.79%     -   11s
     0     0 195391.784    0  770 196940.831 195391.784  0.79%     -   11s
     0     0 195392.961    0  772 196940.831 195392.961  0.79%     -   11s
     0     0 195397.175    0  737 196940.831 195397.175  0.78%     -   11s
     0     0 195399.922    0  742 196940.831 195399.922  0.78%     -   11s
     0     0 195401.029    0  741 196940.831 195401.029  0.78%     -   11s
     0     0 195403.224    0  742 196940.831 195403.224  0.78%     -   11s
     0     0 195405.069    0  751 196940.831 195405.069  0.78%     -   11s
     0     0 195405.845    0  749 196940.831 195405.845  0.78%     -   11s
     0     0 195407.675    0  738 196940.831 195407.675  0.78%     -   11s
     0     0 195408.904    0  746 196940.831 195408.904  0.78%     -   11s
     0     0 195410.938    0  734 196940.831 195410.938  0.78%     -   12s
     0     0 195413.107    0  742 196940.831 195413.107  0.78%     -   12s
     0     0 195414.368    0  741 196940.831 195414.368  0.78%     -   12s
     0     0 195415.071    0  751 196940.831 195415.071  0.77%     -   12s
     0     0 195416.835    0  746 196940.831 195416.835  0.77%     -   12s
     0     0 195418.381    0  759 196940.831 195418.381  0.77%     -   12s
     0     0 195419.658    0  749 196940.831 195419.658  0.77%     -   12s
     0     0 195421.051    0  749 196940.831 195421.051  0.77%     -   12s
     0     0 195421.785    0  744 196940.831 195421.785  0.77%     -   12s
     0     0 195422.805    0  757 196940.831 195422.805  0.77%     -   12s
     0     0 195424.446    0  743 196940.831 195424.446  0.77%     -   12s
     0     0 195426.216    0  759 196940.831 195426.216  0.77%     -   12s
     0     0 195428.376    0  758 196940.831 195428.376  0.77%     -   13s
     0     0 195429.207    0  779 196940.831 195429.207  0.77%     -   13s
     0     0 195430.549    0  786 196940.831 195430.549  0.77%     -   13s
     0     0 195431.721    0  787 196940.831 195431.721  0.77%     -   13s
     0     0 195432.330    0  788 196940.831 195432.330  0.77%     -   13s
     0     0 195433.469    0  765 196940.831 195433.469  0.77%     -   13s
     0     0 195434.350    0  761 196940.831 195434.350  0.76%     -   13s
     0     0 195435.569    0  768 196940.831 195435.569  0.76%     -   13s
     0     0 195436.403    0  757 196940.831 195436.403  0.76%     -   13s
     0     0 195437.681    0  761 196940.831 195437.681  0.76%     -   13s
     0     0 195439.199    0  762 196940.831 195439.199  0.76%     -   13s
     0     0 195440.795    0  758 196940.831 195440.795  0.76%     -   14s
     0     0 195442.217    0  761 196940.831 195442.217  0.76%     -   14s
     0     0 195443.032    0  762 196940.831 195443.032  0.76%     -   14s
     0     0 195443.879    0  798 196940.831 195443.879  0.76%     -   14s
     0     0 195445.614    0  819 196940.831 195445.614  0.76%     -   14s
     0     0 195446.972    0  766 196940.831 195446.972  0.76%     -   14s
     0     0 195447.930    0  774 196940.831 195447.930  0.76%     -   14s
     0     0 195448.746    0  775 196940.831 195448.746  0.76%     -   14s
     0     0 195449.966    0  769 196940.831 195449.966  0.76%     -   14s
     0     0 195450.924    0  772 196940.831 195450.924  0.76%     -   15s
     0     0 195452.369    0  766 196940.831 195452.369  0.76%     -   15s
     0     0 195452.860    0  771 196940.831 195452.860  0.76%     -   15s
     0     0 195453.459    0  768 196940.831 195453.459  0.76%     -   15s
     0     0 195453.961    0  773 196940.831 195453.961  0.75%     -   15s
     0     0 195455.084    0  765 196940.831 195455.084  0.75%     -   15s
     0     0 195456.406    0  772 196940.831 195456.406  0.75%     -   15s
     0     0 195457.068    0  770 196940.831 195457.068  0.75%     -   15s
     0     0 195458.042    0  767 196940.831 195458.042  0.75%     -   15s
     0     0 195458.943    0  832 196940.831 195458.943  0.75%     -   15s
     0     0 195459.705    0  829 196940.831 195459.705  0.75%     -   15s
     0     0 195461.247    0  780 196940.831 195461.247  0.75%     -   16s
     0     0 195462.391    0  774 196940.831 195462.391  0.75%     -   16s
     0     0 195463.301    0  782 196940.831 195463.301  0.75%     -   16s
     0     0 195463.804    0  784 196940.831 195463.804  0.75%     -   16s
     0     0 195464.774    0  781 196940.831 195464.774  0.75%     -   16s
     0     0 195465.799    0  778 196940.831 195465.799  0.75%     -   16s
     0     0 195466.543    0  786 196940.831 195466.543  0.75%     -   16s
     0     0 195467.827    0  777 196940.831 195467.827  0.75%     -   16s
     0     0 195468.820    0  778 196940.831 195468.820  0.75%     -   16s
     0     0 195469.675    0  778 196940.831 195469.675  0.75%     -   16s
     0     0 195470.934    0  781 196940.831 195470.934  0.75%     -   17s
     0     0 195471.803    0  779 196940.831 195471.803  0.75%     -   17s
     0     0 195472.464    0  769 196940.831 195472.464  0.75%     -   17s
     0     0 195473.619    0  797 196940.831 195473.619  0.75%     -   17s
     0     0 195474.174    0  778 196940.831 195474.174  0.74%     -   17s
     0     0 195474.918    0  776 196940.831 195474.918  0.74%     -   17s
