Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 6121 rows, 2150 columns and 14735 nonzeros
Model fingerprint: 0xd44dcb51
Variable types: 150 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 5e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [1e-01, 7e+02]
Found heuristic solution: objective 296850.69300
Presolve removed 108 rows and 123 columns
Presolve time: 0.05s
Presolved: 6013 rows, 2027 columns, 20235 nonzeros
Variable types: 115 continuous, 1912 integer (1912 binary)

Root relaxation: objective 2.516372e+05, 2803 iterations, 0.15 seconds (0.19 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 254826.118    0  737 256840.429 254826.118  0.78%     -    7s
     0     0 254830.433    0  733 256840.429 254830.433  0.78%     -    7s
     0     0 254834.083    0  675 256840.429 254834.083  0.78%     -    7s
     0     0 254840.063    0  744 256840.429 254840.063  0.78%     -    8s
     0     0 254846.307    0  767 256840.429 254846.307  0.78%     -    8s
     0     0 254855.257    0  758 256840.429 254855.257  0.77%     -    8s
     0     0 254860.847    0  760 256840.429 254860.847  0.77%     -    8s
     0     0 254869.104    0  756 256840.429 254869.104  0.77%     -    8s
     0     0 254873.755    0  759 256840.429 254873.755  0.77%     -    8s
     0     0 254879.237    0  753 256840.429 254879.237  0.76%     -    8s
     0     0 254885.278    0  755 256840.429 254885.278  0.76%     -    8s
     0     0 254892.988    0  757 256840.429 254892.988  0.76%     -    9s
     0     0 254896.679    0  734 256840.429 254896.679  0.76%     -    9s
     0     0 254901.126    0  759 256840.429 254901.126  0.76%     -    9s
     0     0 254906.487    0  751 256840.429 254906.487  0.75%     -    9s
     0     0 254909.537    0  764 256840.429 254909.537  0.75%     -    9s
     0     0 254915.244    0  753 256840.429 254915.244  0.75%     -    9s
     0     0 254917.982    0  774 256840.429 254917.982  0.75%     -    9s
     0     0 254922.507    0  764 256840.429 254922.507  0.75%     -    9s
     0     0 254926.830    0  768 256840.429 254926.830  0.75%     -    9s
     0     0 254929.213    0  717 256840.429 254929.213  0.74%     -   10s
     0     0 254931.898    0  708 256840.429 254931.898  0.74%     -   10s
     0     0 254933.517    0  770 256840.429 254933.517  0.74%     -   10s
     0     0 254935.334    0  769 256840.429 254935.334  0.74%     -   10s
     0     0 254937.233    0  773 256840.429 254937.233  0.74%     -   10s
     0     0 254940.336    0  768 256840.429 254940.336  0.74%     -   10s
     0     0 254944.992    0  769 256840.429 254944.992  0.74%     -   10s
     0     0 254947.977    0  750 256840.429 254947.977  0.74%     -   10s
     0     0 254951.250    0  782 256840.429 254951.250  0.74%     -   11s
     0     0 254955.330    0  764 256840.429 254955.330  0.73%     -   11s
     0     0 254960.260    0  786 256840.429 254960.260  0.73%     -   11s
     0     0 254962.660    0  760 256840.429 254962.660  0.73%     -   11s
     0     0 254964.868    0  768 256840.429 254964.868  0.73%     -   11s
     0     0 254966.406    0  763 256840.429 254966.406  0.73%     -   11s
     0     0 254970.473    0  781 256840.429 254970.473  0.73%     -   11s
     0     0 254972.454    0  750 256840.429 254972.454  0.73%     -   11s
     0     0 254974.969    0  796 256840.429 254974.969  0.73%     -   11s
     0     0 254977.522    0  761 256840.429 254977.522  0.73%     -   11s
     0     0 254979.912    0  754 256840.429 254979.912  0.72%     -   12s
     0     0 254981.220    0  787 256840.429 254981.220  0.72%     -   12s
     0     0 254999.088    0  796 256840.429 254999.088  0.72%     -   12s
     0     0 255002.157    0  758 256840.429 255002.157  0.72%     -   13s
     0     0 255005.954    0  796 256840.429 255005.954  0.71%     -   13s
     0     0 255008.859    0  792 256840.429 255008.859  0.71%     -   13s
     0     0 255012.173    0  815 256840.429 255012.173  0.71%     -   13s
     0     0 255013.601    0  763 256840.429 255013.601  0.71%     -   13s
     0     0 255018.497    0  794 256840.429 255018.497  0.71%     -   13s
     0     0 255020.894    0  792 256840.429 255020.894  0.71%     -   14s
H    0     0                    255991.62900 255020.907  0.38%     -   14s
H    0     0                    255922.62900 255020.907  0.35%     -   15s
H    0     0                    255815.42900 255020.907  0.31%     -   15s
H    0     0                    255736.42900 255023.721  0.28%     -   16s
     0     2 255023.725    0  788 255736.429 255023.725  0.28%     -   16s
    28    30 255104.933   18  683 255736.429 255023.725  0.28%   358   20s
    58    60 255273.508   34  718 255736.429 255023.725  0.28%   399   25s
H  108   106                    255713.02900 255023.725  0.27%   324   29s
   111   111 255400.533   64  434 255713.029 255023.725  0.27%   326   30s
H  190   162                    255699.62900 255023.725  0.26%   265   34s
   201   170 255628.051  118  349 255699.629 255023.725  0.26%   258   35s
H  271   209                    255674.22900 255029.099  0.25%   215   37s
H  271   200                    255647.42900 255029.099  0.24%   215   37s
H  298   225                    255637.42900 255029.099  0.24%   202   38s
   349   275 255354.162   88  164 255637.429 255029.099  0.24%   183   40s
H  461   315                    255598.62900 255029.099  0.22%   160   43s
   505   361 255334.673   43  298 255598.629 255034.954  0.22%   155   45s
   600   431 255420.467   84  792 255598.629 255039.611  0.22%   144   52s
   605   434 255386.302  109  502 255598.629 255039.611  0.22%   143   55s
   622   446 255227.942   27  746 255598.629 255065.172  0.21%   139   60s
   641   458 255400.315   49  787 255598.629 255084.747  0.20%   135   65s
   656   468 255274.159   35  795 255598.629 255108.136  0.19%   132   70s
   667   476 255460.961  107  825 255598.629 255126.782  0.18%   130   75s
   682   486 255441.676   93  815 255598.629 255140.206  0.18%   127   80s
   696   495 255233.475   23  804 255598.629 255154.443  0.17%   124   85s
   709   504 255528.291   90  820 255598.629 255166.422  0.17%   122   90s
   720   511 255176.545   19  831 255598.629 255176.545  0.17%   120   95s
   732   519 255193.583   10  821 255598.629 255188.788  0.16%   118  100s
   745   528 255203.982   12  761 255598.629 255197.521  0.16%   116  105s
   755   534 255483.468   95  811 255598.629 255204.202  0.15%   114  110s
   769   544 255229.887   29  785 255598.629 255211.695  0.15%   112  115s
   785   554 255464.463   63  817 255598.629 255219.157  0.15%   110  120s
   802   566 255225.679   11  844 255598.629 255225.679  0.15%   108  125s
   816   575 255376.612   55  823 255598.629 255233.709  0.14%   106  130s
   840   592 255372.590  101  556 255598.629 255236.891  0.14%   192  135s
   851   599 255253.605   25  818 255598.629 255237.257  0.14%   190  140s
   862   607 255320.413   68  831 255598.629 255239.748  0.14%   188  145s
   872   613 255331.303   42  805 255598.629 255242.823  0.14%   185  150s
   883   621 255372.754  100  838 255598.629 255245.340  0.14%   183  155s
   893   627 255384.310  107  838 255598.629 255247.478  0.14%   181  160s
   903   634 255548.504  149  805 255598.629 255251.225  0.14%   179  165s
   913   641 255282.965   31  817 255598.629 255253.913  0.13%   177  170s
   925   649 255521.625  101  803 255598.629 255258.223  0.13%   175  175s
   936   656 255261.048   24  819 255598.629 255261.048  0.13%   173  180s
   950   665 255306.030   45  844 255598.629 255264.371  0.13%   170  185s
   965   675 255519.704  107  794 255598.629 255267.837  0.13%   168  190s
   976   683 255346.263   47  824 255598.629 255270.297  0.13%   166  195s
   983   687 255372.754  100  818 255598.629 255271.665  0.13%   164  200s
   993   694 255384.310  107  819 255598.629 255273.502  0.13%   163  205s
  1008   704 255414.795   77  826 255598.629 255274.858  0.13%   160  213s
  1012   709 255312.941   27  747 255598.629 255275.019  0.13%   213  215s
  1023   716 255281.892   33  764 255598.629 255275.019  0.13%   220  220s
  1036   723 255395.343   39  742 255598.629 255275.019  0.13%   229  225s
  1048   731 255436.068   45  745 255598.629 255275.019  0.13%   237  230s
  1062   740 255401.223   52  745 255598.629 255275.019  0.13%   245  235s
  1076   740 255462.033   59  694 255598.629 255275.019  0.13%   254  240s
  1092   745 255354.692   67  687 255598.629 255275.019  0.13%   261  245s
  1106   746     cutoff   74      255598.629 255275.019  0.13%   270  250s
  1125   755 255399.226   84  615 255598.629 255275.019  0.13%   278  255s
  1156   760     cutoff   99      255598.629 255275.019  0.13%   281  260s
  1183   758 255466.661  113  512 255598.629 255275.019  0.13%   289  265s
  1235   750 255478.345  141  234 255598.629 255275.019  0.13%   287  270s
  1295   733     cutoff   28      255598.629 255275.019  0.13%   282  275s
  1307   741 255531.250   34  633 255598.629 255275.019  0.13%   290  280s
  1322   749 255370.535   42  753 255598.629 255275.019  0.13%   297  285s
  1351   761 255492.752   56  602 255598.629 255275.019  0.13%   301  290s
  1378   761 255374.740   27  723 255598.629 255278.405  0.13%   307  296s
  1400   765 255476.515   38  661 255598.629 255278.405  0.13%   312  300s
  1415   761     cutoff   34      255598.629 255278.407  0.13%   316  305s
  1450   763 255567.811   52  457 255598.629 255278.407  0.13%   317  310s
  1470   760 255437.574   33  676 255598.629 255280.308  0.12%   320  315s
  1494   768 255530.140   45  601 255598.629 255280.308  0.12%   324  320s
  1508   767 255343.192   35  768 255598.629 255280.324  0.12%   328  325s
  1544   763 255590.800   54  438 255598.629 255280.324  0.12%   328  330s
  1552   765 255310.937   37  743 255598.629 255287.972  0.12%   333  336s
  1561   771 255361.242   41  744 255598.629 255287.972  0.12%   337  340s
  1573   774     cutoff   47      255598.629 255287.972  0.12%   343  345s
  1587   782 255587.740   54  609 255598.629 255287.972  0.12%   348  350s
  1606   785 255381.802   64  509 255598.629 255287.972  0.12%   353  355s
  1625   781     cutoff   73      255598.629 255287.972  0.12%   358  360s
  1650   783 255438.849   86  349 255598.629 255287.972  0.12%   362  365s
  1707   773 255542.748  117  265 255598.629 255287.972  0.12%   358  370s
  1732   769 255461.236   39  719 255598.629 255287.978  0.12%   358  375s
  1752   779     cutoff   49      255598.629 255287.978  0.12%   363  380s
  1778   786     cutoff   62      255598.629 255287.978  0.12%   366  385s
  1814   791 255577.935   80  426 255598.629 255287.978  0.12%   366  390s
  1831   797 255374.634   45  698 255598.629 255292.728  0.12%   367  395s
  1852   811 255435.096   54  626 255598.629 255292.728  0.12%   369  400s
  1878   828 255482.817   69  422 255598.629 255292.728  0.12%   368  405s
  1921   845 255432.427   42  613 255598.629 255292.875  0.12%   365  410s
  1932   852 255511.089   50  568 255598.629 255292.875  0.12%   364  417s
  1955   854 255323.349   43  781 255598.629 255292.902  0.12%   364  421s
  1957   856 255370.842   45  721 255598.629 255292.902  0.12%   364  437s
  1972   866 255436.781   60  654 255598.629 255292.902  0.12%   364  440s
  1997   874 255499.346   78  512 255598.629 255292.902  0.12%   364  445s
  2021   877 255363.604   43  737 255598.629 255295.349  0.12%   364  450s
  2053   897 255489.805   67  633 255598.629 255295.349  0.12%   362  455s
  2085   894 255576.665   47  678 255598.629 255295.356  0.12%   363  460s
  2115   908 255381.011   70  443 255598.629 255299.244  0.12%   363  465s
  2150   927 255460.764  101  306 255598.629 255299.244  0.12%   363  470s
  2229   947 255311.717   31  808 255598.629 255299.245  0.12%   355  476s
  2244   957 255395.985   45  653 255598.629 255299.245  0.12%   355  480s
  2279   970 255385.438   33  728 255598.629 255299.571  0.12%   354  485s
  2321   982 255423.863   33  667 255598.629 255301.651  0.12%   353  491s
  2356   994 255337.826   33  802 255598.629 255309.400  0.11%   352  495s
  2380  1000 255561.188   45  651 255598.629 255309.400  0.11%   353  500s
  2410  1005 255397.438   66  702 255598.629 255311.663  0.11%   354  505s
  2420  1006     cutoff   75      255598.629 255311.663  0.11%   354  510s
  2445  1020 255413.445   71  703 255598.629 255311.683  0.11%   355  515s
  2468  1023     cutoff   52      255598.629 255311.739  0.11%   357  520s
  2493  1026 255434.287   34  746 255598.629 255312.377  0.11%   358  525s
  2526  1036 255328.686   34  821 255598.629 255312.944  0.11%   357  530s
  2547  1046 255485.559   53  723 255598.629 255312.944  0.11%   357  536s
  2561  1045 255328.675   29  744 255598.629 255312.979  0.11%   358  540s
  2577  1048     cutoff   34      255598.629 255312.979  0.11%   361  545s
  2611  1041 255533.194   48  574 255598.629 255312.979  0.11%   362  550s
  2634  1040 255393.288   38  460 255598.629 255313.114  0.11%   363  555s
  2682  1070 255523.903   85  528 255598.629 255313.114  0.11%   360  560s
  2716  1079     cutoff   72      255598.629 255314.027  0.11%   359  565s
  2724  1076 255352.892   61  483 255598.629 255314.032  0.11%   361  570s
  2756  1090 255420.836   89  225 255598.629 255314.032  0.11%   361  575s
  2853  1128 255502.390   65  640 255598.629 255318.378  0.11%   354  580s
  2871  1123 255456.026   52  736 255598.629 255318.684  0.11%   356  585s
  2894  1128 255380.415   68  641 255598.629 255318.790  0.11%   357  590s
  2927  1150 255440.773  101  206 255598.629 255318.790  0.11%   355  595s
  2991  1181 255381.983   44  767 255598.629 255319.382  0.11%   351  601s
  3002  1187 255459.386   55  721 255598.629 255319.382  0.11%   351  605s
  3017  1188 255518.846   49  708 255598.629 255321.121  0.11%   354  610s
  3048  1199 255560.718   54  618 255598.629 255321.228  0.11%   353  615s
  3062  1192 255340.172   34  806 255598.629 255322.301  0.11%   356  620s
  3082  1204 255474.386   44  717 255598.629 255322.301  0.11%   358  625s
  3102  1213     cutoff   54      255598.629 255322.301  0.11%   360  630s
  3117  1212 255453.670   62  682 255598.629 255322.301  0.11%   361  638s
  3134  1220     cutoff   70      255598.629 255322.301  0.11%   361  640s
  3170  1225     cutoff   63      255598.629 255322.339  0.11%   363  645s
  3196  1251 255448.205   88  408 255598.629 255323.131  0.11%   363  650s
  3276  1319     cutoff   54      255598.629 255323.361  0.11%   358  655s
  3291  1324 255404.362   73  685 255598.629 255324.576  0.11%   360  660s
  3320  1343 255572.860   95  565 255598.629 255324.576  0.11%   360  665s
  3356  1358 255375.445   64  698 255598.629 255324.618  0.11%   359  670s
  3394  1395 255553.677   96  539 255598.629 255324.618  0.11%   359  675s
