Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
Threads  1

Optimize a model with 4621 rows, 3150 columns and 12707 nonzeros
Model fingerprint: 0x58c595a6
Variable types: 150 continuous, 3000 integer (3000 binary)
Coefficient statistics:
  Matrix range     [3e-04, 2e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [5e-02, 7e+02]
Found heuristic solution: objective 230759.59600
Presolve removed 136 rows and 688 columns
Presolve time: 0.02s
Presolved: 4485 rows, 2462 columns, 11887 nonzeros
Variable types: 115 continuous, 2347 integer (2347 binary)

Root relaxation: objective 2.113600e+05, 4052 iterations, 0.28 seconds (0.37 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  9149  4653     cutoff   94      212873.703 212712.507  0.08%   194  835s
  9241  4700     cutoff   57      212873.703 212712.764  0.08%   193  840s
  9336  4746 212777.415   44  546 212873.703 212713.386  0.08%   193  846s
  9377  4762 212853.437   58  331 212873.703 212713.589  0.08%   193  850s
  9422  4777 212717.031   47  664 212873.703 212713.662  0.08%   193  855s
  9492  4823 212788.894   36  441 212873.703 212713.709  0.08%   193  860s
  9568  4880 212847.808   99  193 212873.703 212713.885  0.08%   193  865s
  9638  4915 212790.536   51  439 212873.703 212713.893  0.08%   192  870s
  9674  4932 212776.081   42  463 212873.703 212714.003  0.08%   193  875s
  9754  4985 212803.409   61  311 212873.703 212714.118  0.07%   192  880s
  9806  4999 212807.082   41  557 212873.703 212714.290  0.07%   193  886s
  9850  5013 212780.129   44  482 212873.703 212714.428  0.07%   193  890s
  9897  5034 212772.930   52  581 212873.703 212714.689  0.07%   193  895s
  9954  5063 212770.320   59  531 212873.703 212714.927  0.07%   193  900s
 10021  5093 212776.607   51  368 212873.703 212714.987  0.07%   193  905s
 10106  5122 212751.887   47  571 212873.703 212715.719  0.07%   193  910s
 10143  5138 212777.634   49  489 212873.703 212715.981  0.07%   194  915s
 10199  5161 212751.844   54  227 212873.703 212716.250  0.07%   194  920s
 10203  5164 212784.735   44  729 212873.703 212716.250  0.07%   194 1106s
 10208  5167 212819.036   64  685 212873.703 212716.250  0.07%   194 1111s
 10214  5171 212828.637   61  790 212873.703 212716.250  0.07%   194 1115s
 10219  5175 212744.706   65  773 212873.703 212716.250  0.07%   194 1120s
 10223  5177 212728.372   43  772 212873.703 212716.250  0.07%   194 1125s
 10227  5180 212836.560   73  793 212873.703 212716.250  0.07%   193 1130s
 10232  5183 212777.382   67  742 212873.703 212716.250  0.07%   193 1135s
 10237  5187 212729.469   61  789 212873.703 212716.250  0.07%   193 1141s
 10241  5189 212729.836   34  753 212873.703 212716.250  0.07%   193 1147s
 10244  5191 212806.813   53  719 212873.703 212716.250  0.07%   193 1153s
 10247  5193 212827.718   67  731 212873.703 212716.250  0.07%   193 1157s
 10250  5195 212781.715   50  781 212873.703 212716.250  0.07%   193 1161s
 10253  5197 212748.543   43  763 212873.703 212716.250  0.07%   193 1166s
 10257  5200 212782.466   40  738 212873.703 212716.250  0.07%   193 1171s
 10260  5202 212803.135   51  796 212873.703 212716.250  0.07%   193 1176s
 10263  5204 212794.030   73  801 212873.703 212716.250  0.07%   193 1183s
 10266  5206 212822.499   47  807 212873.703 212716.250  0.07%   193 1189s
 10267  5207 212818.641   52  805 212873.703 212716.250  0.07%   193 1190s
 10269  5208 212786.095   63  800 212873.703 212716.250  0.07%   193 1196s
 10272  5210 212814.210   46  747 212873.703 212716.250  0.07%   193 1201s
 10276  5213 212845.827   56  792 212873.703 212716.250  0.07%   193 1205s
 10280  5215 212810.605   54  798 212873.703 212716.250  0.07%   192 1210s
 10283  5217 212741.439   40  745 212873.703 212716.250  0.07%   192 1217s
 10285  5219 212847.818   86  726 212873.703 212716.250  0.07%   192 1220s
 10287  5220 212779.098   46  728 212873.703 212716.250  0.07%   192 1225s
 10291  5223 212719.025   38  788 212873.703 212716.250  0.07%   192 1231s
 10294  5225 212813.870   88  818 212873.703 212716.250  0.07%   192 1235s
 10297  5227 212817.638  104  730 212873.703 212716.250  0.07%   192 1240s
 10300  5229 212814.164   63  758 212873.703 212716.250  0.07%   192 1250s
 10304  5231 212730.779   50  816 212873.703 212716.250  0.07%   192 1256s
 10306  5233 212751.030   46  759 212873.703 212716.250  0.07%   192 1260s
 10309  5235 212809.812   59  733 212873.703 212716.250  0.07%   192 1266s
 10311  5236 212843.866   99  795 212873.703 212716.250  0.07%   192 1271s
 10313  5237 212827.211   62  792 212873.703 212716.250  0.07%   192 1275s
 10316  5239 212734.347   41  786 212873.703 212716.250  0.07%   192 1282s
 10318  5241 212801.832   62  745 212873.703 212716.250  0.07%   192 1285s
 10320  5242 212860.454  105  737 212873.703 212716.250  0.07%   192 1290s
