Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
Threads  1

Optimize a model with 3121 rows, 2150 columns and 8717 nonzeros
Model fingerprint: 0xe942c34a
Variable types: 150 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 2e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [5e-02, 7e+02]
Found heuristic solution: objective 337927.99500
Presolve removed 126 rows and 480 columns
Presolve time: 0.06s
Presolved: 2995 rows, 1670 columns, 10887 nonzeros
Variable types: 115 continuous, 1555 integer (1555 binary)

Root relaxation: objective 2.831591e+05, 1951 iterations, 0.17 seconds (0.13 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 16427  3656     cutoff   54      285124.916 285061.012  0.02%  70.7  320s
 16984  3696     cutoff   63      285124.916 285062.586  0.02%  70.9  325s
 17463  3740     cutoff   53      285124.916 285063.531  0.02%  70.9  330s
 17879  3720     cutoff   47      285124.916 285064.696  0.02%  71.2  335s
 18313  3697 285110.870   57  227 285124.916 285066.152  0.02%  71.6  340s
 18681  3684     cutoff   54      285124.916 285066.948  0.02%  71.8  345s
 19209  3671 285106.477   53  214 285124.916 285067.933  0.02%  72.0  350s
 19615  3649 285098.263   56  149 285124.916 285068.845  0.02%  72.2  355s
 20004  3616 285103.039   41  102 285124.916 285070.066  0.02%  72.7  360s
 20372  3570 285089.787   52  213 285124.916 285071.355  0.02%  73.2  365s
 20652  3546 285093.652   48  153 285124.916 285072.091  0.02%  73.5  374s
 20661  3548 285110.948   60  181 285124.916 285072.108  0.02%  73.5  375s
 20823  3529 285090.518   50  231 285124.916 285072.748  0.02%  73.7  380s
 21043  3508     cutoff   47      285124.916 285073.408  0.02%  73.9  385s
 21337  3476 285115.151   46  220 285124.916 285074.001  0.02%  74.2  390s
 21611  3440     cutoff   49      285124.916 285074.729  0.02%  74.5  395s
 21795  3404 285091.218   55  198 285124.916 285075.469  0.02%  74.8  400s
 22039  3384     cutoff   53      285124.916 285075.998  0.02%  74.9  405s
 22284  3352 285103.763   50  184 285124.916 285076.790  0.02%  75.0  410s
 22502  3309 285113.462   51  214 285124.916 285077.555  0.02%  75.2  415s
 22699  3281 285106.503   54  196 285124.916 285078.376  0.02%  75.5  420s
 22905  3251 285108.519   58  188 285124.916 285079.033  0.02%  75.6  425s
 23106  3227 285117.208   69   87 285124.916 285079.642  0.02%  75.8  430s
 23275  3189 285121.630   61  125 285124.916 285080.282  0.02%  75.9  435s
 23435  3145 285104.932   51  211 285124.916 285080.815  0.02%  76.1  440s
 23619  3100 285120.977   56  147 285124.916 285081.403  0.02%  76.4  445s
 23790  3067 285111.914   48  223 285124.916 285081.867  0.02%  76.6  450s
 23972  3027 285104.647   51  180 285124.916 285082.488  0.01%  76.8  455s
 24169  2978     cutoff   57      285124.916 285083.200  0.01%  76.9  460s
 24351  2951 285116.601   57  115 285124.916 285083.624  0.01%  77.1  465s
 24544  2894     cutoff   52      285124.916 285084.419  0.01%  77.2  470s
 24710  2841 285103.673   40  222 285124.916 285085.045  0.01%  77.4  475s
 24933  2795     cutoff   37      285124.916 285085.640  0.01%  77.5  480s
 25112  2758 285119.824   52  194 285124.916 285086.255  0.01%  77.7  485s
 25355  2697     cutoff   49      285124.916 285087.045  0.01%  78.0  490s
 25540  2636 285123.242   61   84 285124.916 285087.786  0.01%  78.2  495s
 25768  2549     cutoff   45      285124.916 285088.736  0.01%  78.4  500s
 25981  2485     cutoff   49      285124.916 285089.499  0.01%  78.6  505s
 26254  2409     cutoff   82      285124.916 285090.312  0.01%  78.8  510s
 26451  2350     cutoff   51      285124.916 285090.931  0.01%  78.9  515s
 26714  2285 285117.074   50  221 285124.916 285091.602  0.01%  79.1  520s
 26926  2213 285108.334   65  111 285124.916 285092.355  0.01%  79.3  525s
 27223  2132     cutoff   55      285124.916 285093.171  0.01%  79.4  530s
 27465  2019 285108.170   52  169 285124.916 285094.502  0.01%  79.6  535s
 27658  1911 285103.655   49  215 285124.916 285095.568  0.01%  79.7  540s
 27879  1819     cutoff   61      285124.916 285096.317  0.01%  79.9  545s
 28249  1665 285116.879   56   88 285124.916 285097.784  0.01%  79.9  550s
 28520  1548     cutoff   50      285124.916 285098.866  0.01%  79.9  555s
 28808  1436     cutoff   60      285124.916 285100.016  0.01%  80.0  560s
 29085  1350 285114.306   59  100 285124.916 285100.844  0.01%  79.9  565s
 29423  1187     cutoff   59      285124.916 285102.278  0.01%  80.0  570s
 29777  1010 285118.727   53  175 285124.916 285103.986  0.01%  80.1  575s
 30059   854 285117.044   53  198 285124.916 285105.710  0.01%  80.1  580s
 30434   655     cutoff   55      285124.916 285108.064  0.01%  80.1  585s
 30892   281     cutoff   44      285124.916 285113.013  0.00%  80.0  590s

Cutting planes:
  Gomory: 30
  MIR: 447
  Flow cover: 834
  Relax-and-lift: 707

Explored 31183 nodes (2493404 simplex iterations) in 591.81 seconds (339.79 work units)
Thread count was 1 (of 52 available processors)

Solution count 10: 285125 285136 285144 ... 285197

Optimal solution found (tolerance 0.00e+00)
Best objective 2.851249160000e+05, best bound 2.851249160000e+05, gap 0.0000%

User-callback calls 136116, time in user-callback 0.39 sec
Instance: data/CCMPPData/30-2000-3.ccmpp
Setting: BASE-MIX
Epsilon: 0.05
Dimension: 30
NumScenario: 2000
NumAggScenario: 2000
BasicNumScenario: 1555
NumBasicDomIneqs: 0
NumNonReDomIneqs: 0
NumEdge:        0
NumBiEdge:      0
NumDomIneqs:    0
DominanceRatio: 0.0000
MixingCuts: off
MixingScope: root
DominanceLazy: 0
TerminationStatus: OPTIMAL
PrimalStatus: FEASIBLE_POINT
RawStatus: Model was solved to optimality (subject to tolerances), and an optimal solution is available.
SolvingTime: 591.8106758594513
NodeCount: 31183
MixingCutsSubmitted: 0
ObjectiveValue: 285124.91599999997
ObjectiveBound: 285124.91599999997
RelativeGap: 0.0
