Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 7705 rows, 1093 columns and 16694 nonzeros
Model fingerprint: 0xc1d6583b
Variable types: 100 continuous, 993 integer (993 binary)
Coefficient statistics:
  Matrix range     [1e-03, 9e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 6e+02]
  RHS range        [2e-01, 7e+02]
Found heuristic solution: objective 183714.24400
Presolve removed 97 rows and 26 columns
Presolve time: 0.14s
Presolved: 7608 rows, 1067 columns, 21117 nonzeros
Extracted 3587 lazy constraints
Variable types: 75 continuous, 992 integer (992 binary)

Root relaxation: objective 1.463943e+05, 1753 iterations, 0.10 seconds (0.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 150608.579    0  832 154754.140 150608.579  2.68%     -    9s
     0     0 150614.910    0  828 154754.140 150614.910  2.67%     -   10s
     0     0 150617.970    0  836 154754.140 150617.970  2.67%     -   10s
     0     0 150620.457    0  829 154754.140 150620.457  2.67%     -   10s
     0     0 150624.606    0  808 154754.140 150624.606  2.67%     -   10s
     0     0 150629.673    0  835 154754.140 150629.673  2.67%     -   10s
     0     0 150634.681    0  831 154754.140 150634.681  2.66%     -   10s
     0     0 150642.554    0  836 154754.140 150642.554  2.66%     -   11s
     0     0 150650.846    0  837 154754.140 150650.846  2.65%     -   11s
     0     0 150655.311    0  838 154754.140 150655.311  2.65%     -   11s
     0     0 150659.685    0  835 154754.140 150659.685  2.65%     -   11s
     0     0 150666.664    0  839 154754.140 150666.664  2.64%     -   11s
     0     0 150671.649    0  838 154754.140 150671.649  2.64%     -   11s
     0     0 150673.840    0  842 154754.140 150673.840  2.64%     -   12s
     0     0 150676.497    0  842 154754.140 150676.497  2.63%     -   12s
     0     0 150679.351    0  843 154754.140 150679.351  2.63%     -   12s
     0     0 150681.613    0  807 154754.140 150681.613  2.63%     -   12s
     0     0 150685.900    0  847 154754.140 150685.900  2.63%     -   12s
     0     0 150689.490    0  839 154754.140 150689.490  2.63%     -   12s
     0     0 150693.053    0  845 154754.140 150693.053  2.62%     -   12s
     0     0 150698.873    0  845 154754.140 150698.873  2.62%     -   13s
     0     0 150705.773    0  842 154754.140 150705.773  2.62%     -   13s
     0     0 150711.027    0  842 154754.140 150711.027  2.61%     -   13s
     0     0 150715.475    0  848 154754.140 150715.475  2.61%     -   13s
     0     0 150719.700    0  854 154754.140 150719.700  2.61%     -   13s
     0     0 150726.196    0  848 154754.140 150726.196  2.60%     -   13s
     0     0 150729.233    0  846 154754.140 150729.233  2.60%     -   14s
     0     0 150734.595    0  849 154754.140 150734.595  2.60%     -   14s
     0     0 150739.298    0  858 154754.140 150739.298  2.59%     -   14s
     0     0 150744.423    0  852 154754.140 150744.423  2.59%     -   14s
     0     0 150748.311    0  851 154754.140 150748.311  2.59%     -   14s
     0     0 150751.519    0  851 154754.140 150751.519  2.59%     -   15s
     0     0 150755.434    0  849 154754.140 150755.434  2.58%     -   15s
     0     0 150759.686    0  848 154754.140 150759.686  2.58%     -   15s
     0     0 150762.556    0  854 154754.140 150762.556  2.58%     -   15s
     0     0 150766.346    0  844 154754.140 150766.346  2.58%     -   15s
     0     0 150769.322    0  848 154754.140 150769.322  2.57%     -   15s
     0     0 150773.214    0  850 154754.140 150773.214  2.57%     -   16s
     0     0 150775.573    0  853 154754.140 150775.573  2.57%     -   16s
     0     0 150779.288    0  845 154754.140 150779.288  2.57%     -   16s
     0     0 150781.686    0  856 154754.140 150781.686  2.57%     -   16s
     0     0 150783.442    0  857 154754.140 150783.442  2.57%     -   16s
     0     0 150787.613    0  848 154754.140 150787.613  2.56%     -   17s
     0     0 150791.483    0  853 154754.140 150791.483  2.56%     -   17s
     0     0 150794.581    0  856 154754.140 150794.581  2.56%     -   17s
